address	verdict	cases	compared	detail	name
0x00407010	INCONCLUSIVE-original-fault	16	0	INCONCLUSIVE-original-fault code 0xc0000005 at 0x0060e4a3 after 0 steps	?on_mouse_leave@thunk1_RadioButton@@QAEXHH@Z
0x00407020	SKIP	0	0	reaches an import	?on_left_down@thunk1_RadioButton@@QAEXHH@Z
0x00407030	SKIP	0	0	reaches an import	?on_key_down@thunk1_RadioButton@@QAEHH@Z
0x00407040	SKIP	0	0	calls a body the lift does not have	?on_left_double_click@thunk1_RadioButton@@QAEXHH@Z
0x00407050	INCONCLUSIVE-original-fault	16	0	INCONCLUSIVE-original-fault code 0xc0000005 at 0x0060e303 after 0 steps	?on_dialog_focus@thunk1_RadioButton@@QAEXH@Z
0x00407060	SKIP	0	0	reaches an import	??1thunk2_RadioButton@@QAE@H@Z
0x00407080	SKIP	0	0	reaches an import	??1thunk3_RadioButton@@QAE@H@Z
0x00407090	SKIP	0	0	reaches an import	?attach@thunk1_RadioButton@@QAEHPAUGraphicWin@@HHH@Z
0x004070a0	SKIP	0	0	reaches an import	?on_redraw@thunk3_RadioButton@@QAEXXZ
0x004070b0	SKIP	0	0	reaches an import	??3BasePop@@SAXPAXI@Z
0x004070c0	SKIP	0	0	reaches an import	??3Scroll@@SAXPAXI@Z
0x004070d0	SKIP	0	0	reaches an import	??3Popup@@SAXPAXI@Z
0x004070e0	SKIP	0	0	reaches an import	??3FlatButton@@SAXPAXI@Z
0x004070f0	SKIP	0	0	reaches an import	??_Gthunk1_Dialogs@@UAEPAXI@Z
0x00407100	SKIP	0	0	reaches an import	??_GDialogs@@UAEPAXI@Z
0x00407150	PASS	16	14		?on_scroll_create@thunk1_Dialogs@@QAEXXZ
0x00407160	PASS	16	13		?on_scroll_delete@thunk1_Dialogs@@QAEHPAUScroll@@@Z
0x00407170	SKIP	0	0	reaches an import	?on_redraw@thunk1_Dialogs@@QAEXXZ
0x00407180	PASS	16	16		?on_mousewheel@thunk1_Dialogs@@QAEXH@Z
0x00407190	SKIP	0	0	reaches an import	?on_mouse_move@thunk1_Dialogs@@QAEXHH@Z
0x004071a0	PASS	16	13		?on_mouse_leave@thunk1_Dialogs@@QAEXHH@Z
0x004071b0	SKIP	0	0	reaches an import	?on_left_click@thunk1_Dialogs@@QAEXHH@Z
0x004071c0	SKIP	0	0	reaches an import	?on_left_down@thunk1_Dialogs@@QAEXHH@Z
0x004071d0	SKIP	0	0	reaches an import	?on_left_up@thunk1_Dialogs@@QAEXHH@Z
0x004071e0	SKIP	0	0	reaches an import	?on_right_click@thunk1_Dialogs@@QAEXHH@Z
0x004071f0	SKIP	0	0	reaches an import	?on_right_down@thunk1_Dialogs@@QAEXHH@Z
0x00407200	SKIP	0	0	reaches an import	?on_right_up@thunk1_Dialogs@@QAEXHH@Z
0x00407210	SKIP	0	0	reaches an import	?on_key_down@thunk1_Dialogs@@QAEHH@Z
0x00407220	SKIP	0	0	reaches an import	?on_left_double_click@thunk1_Dialogs@@QAEXHH@Z
0x00407230	SKIP	0	0	reaches an import	?on_right_double_click@thunk1_Dialogs@@QAEXHH@Z
0x00407240	SKIP	0	0	reaches an import	?on_scrolled@thunk1_Dialogs@@QAEXHH@Z
0x00407250	SKIP	0	0	reaches an import	?on_scrolling@thunk1_Dialogs@@QAEXHH@Z
0x00407260	PASS	16	13	passed on the seeds that could be judged; 1 case(s) thrown out - the original read the unmodellable top 64 KiB	?on_dialog_focus@thunk1_Dialogs@@QAEXH@Z
0x00407270	PASS	16	13	passed on the seeds that could be judged; 1 case(s) thrown out - the original read the unmodellable top 64 KiB	?pass_dialog_focus@thunk1_Dialogs@@QAEXXZ
0x00407280	SKIP	0	0	reaches an import	??_Gthunk2_Dialogs@@UAEPAXI@Z
0x004072a0	SKIP	0	0	reaches an import	??_Gthunk3_Dialogs@@UAEPAXI@Z
0x004072b0	SKIP	0	0	reaches an import	?attach@thunk1_Dialogs@@QAEHPAUGraphicWin@@HHH@Z
0x004072c0	SKIP	0	0	reaches an import	?on_redraw@thunk3_Dialogs@@QAEXXZ
0x004072d0	SKIP	0	0	reaches an import	?filebox_draw@AlphaSave@@QAAXPAUGraphicWin@@HHHHH@Z
0x00407350	SKIP	0	0	reaches an import	??0AlphaSave@@QAE@XZ
0x00407410	SKIP	0	0	reaches an import	?init@AlphaSave@@QAEXXZ
0x00407910	SKIP	0	0	reaches an import	?close@AlphaSave@@QAEXXZ
0x00407920	SKIP	0	0	reaches an import	?save@AlphaSave@@QAEXXZ
0x00407a80	SKIP	0	0	reaches an import	?load@AlphaSave@@QAEXXZ
0x00407be0	SKIP	0	0	reaches an import	?show@AlphaSave@@QAEXH@Z
0x00407c60	SKIP	0	0	reaches an import	?hide@AlphaSave@@QAEXXZ
0x00407cd0	SKIP	0	0	reaches an import	?on_button_clicked@AlphaSave@@QAEXH@Z
0x00407cf0	SKIP	0	0	reaches an import	?on_double_clicked@AlphaSave@@QAEXH@Z
0x00407d10	SKIP	0	0	reaches an import	?on_key_click@AlphaSave@@QAEXHH@Z
0x00407d90	SKIP	0	0	calls a body the lift does not have	?on_selected@AlphaSave@@QAEXH@Z
0x00407e80	SKIP	0	0	reaches an import	?on_listbox_scroll_create@AlphaSave@@QAEHXZ
0x00407ed0	SKIP	0	0	reaches an import	?on_listbox_scroll_delete@AlphaSave@@QAEHPAUScroll@@@Z
0x00407f00	SKIP	0	0	reaches an import	??1FileWin@@QAE@XZ
0x00408010	SKIP	0	0	reaches an import	??1EditBox@@QAE@XZ
0x00408080	SKIP	0	0	reaches an import	??_GEditBox@@UAEPAXI@Z
0x004080b0	SKIP	0	0	reaches an import	sub_4080b0
0x004080e0	INCONCLUSIVE-original-fault	16	0	INCONCLUSIVE-original-fault code 0xc0000005 at 0x00408102 after 0 steps	?on_scrolling@AlphaSave@@QAEXHH@Z
0x00408110	INCONCLUSIVE-original-fault	16	0	INCONCLUSIVE-original-fault code 0xc0000005 at 0x0000006c after 0 steps	?on_scrolled@AlphaSave@@QAEXHH@Z
0x00408140	SKIP	0	0	reaches an import	??_GAlphaSave@@UAEPAXI@Z
0x00408170	SKIP	0	0	reaches an import	??1AlphaSave@@QAE@XZ
0x00408390	SKIP	0	0	reaches an import	??3AlphaSave@@SAXPAXI@Z
0x004083a0	SKIP	0	0	reaches an import	??3EditBox@@SAXPAXI@Z
0x004083b0	SKIP	0	0	reaches an import	??__Eg_BASEWIN@@YAXXZ
0x004083d0	SKIP	0	0	reaches an import	??__Fg_BASEWIN@@YAXXZ
0x004083e0	SKIP	0	0	uses fs: (SEH chain is not in the image)	??__Eg_BASEWIN_WAVE@@YAXXZ
0x00408400	SKIP	0	0	reaches an import	??__Fg_BASEWIN_WAVE@@YAXXZ
0x00408410	SKIP	0	0	reaches an import	?load_inverts@@YAXXZ
0x00408470	PASS	16	7		sub_408470
0x00408490	SKIP	0	0	reaches an import	??0BaseWin@@QAE@XZ
0x00408710	PASS	16	16		?close@BaseWin@@QAEXXZ
0x00408720	SKIP	0	0	reaches an import	?psych_row@BaseWin@@QAEXHHHHHHH@Z
0x00408b20	SKIP	0	0	reaches an import	?draw_psych@BaseWin@@QAEXXZ
0x00408eb0	SKIP	0	0	reaches an import	?draw_support@BaseWin@@QAEXXZ
0x004090c0	PASS	16	10		?UNK1@BaseWin@@QAEHH@Z
0x00409100	INCONCLUSIVE-original-fault	16	0	INCONCLUSIVE-original-fault code 0xc0000005 at 0x00409103 after 0 steps	?farm_get@BaseWin@@QAEHHH@Z
0x00409200	SKIP	0	0	reaches an import	?queue_click@BaseWin@@QAEXHHHH@Z
0x0040a1d0	SKIP	0	0	reaches an import	?farm_click@BaseWin@@QAEXHHH@Z
0x0040a880	SKIP	0	0	reaches an import	?pop_click@BaseWin@@QAEXHHHH@Z
0x0040b120	SKIP	0	0	reaches an import	?UNK2@BaseWin@@QAEXHHHH@Z
0x0040b140	SKIP	0	0	reaches an import	?garrison_click@BaseWin@@QAEXHHHH@Z
0x0040c070	SKIP	0	0	reaches an import	?facilities_click@BaseWin@@QAEHHHHH@Z
0x0040c850	SKIP	0	0	reaches an import	?draw_supported@BaseWin@@QAEXH@Z
0x0040d250	SKIP	0	0	reaches an import	?draw_flash@BaseWin@@QAEXH@Z
0x0040e360	SKIP	0	0	reaches an import	?draw_production@BaseWin@@QAEXH@Z
0x0040f0f0	SKIP	0	0	reaches an import	?draw_farm@BaseWin@@QAEXH@Z
0x0040fcc0	SKIP	0	0	reaches an import	?draw_facilities@BaseWin@@QAEXH@Z
0x004103b0	SKIP	0	0	reaches an import	?draw_garrison@BaseWin@@QAEXH@Z
0x00410870	SKIP	0	0	reaches an import	?draw_commerce@BaseWin@@QAEXH@Z
0x00411240	SKIP	0	0	reaches an import	?draw_nutrients@BaseWin@@QAEXH@Z
0x00411980	SKIP	0	0	reaches an import	?draw_energy_alloc@BaseWin@@QAEXH@Z
0x00412aa0	SKIP	0	0	reaches an import	?draw_expenses@BaseWin@@QAEXH@Z
0x00414b40	SKIP	0	0	reaches an import	?draw_pop@BaseWin@@QAEXH@Z
0x00415080	SKIP	0	0	reaches an import	?draw_queue@BaseWin@@QAEXH@Z
0x00415730	SKIP	0	0	reaches an import	?draw_misc@BaseWin@@QAEXH@Z
0x00415b20	SKIP	0	0	reaches an import	?draw_info@BaseWin@@QAEXH@Z
0x00415dd0	SKIP	0	0	reaches an import	?focus@BaseWin@@QAEXXZ
0x00415e60	SKIP	0	0	reaches an import	?UNK3@BaseWin@@QAEXH@Z
0x00415f00	SKIP	0	0	reaches an import	?gov_activate@BaseWin@@QAEXXZ
0x00415f70	SKIP	0	0	reaches an import	?gov_on@BaseWin@@QAEXH@Z
0x004160f0	SKIP	0	0	reaches an import	?iface_click@BaseWin@@QAEXHHHH@Z
0x00416540	SKIP	0	0	reaches an import	?bubble_me_elmo2@BaseWin@@QAEXPADHH@Z
0x00416580	SKIP	0	0	reaches an import	?bubble_me_elmo2@BaseWin@@QAGXPADHH@Z
0x004165d0	SKIP	0	0	reaches an import	?click@BaseWin@@QAEXHHHH@Z
0x00416d90	SKIP	0	0	reaches an import	?recompute@BaseWin@@QAEXH@Z
0x00416dd0	PASS	16	16		?UNK4@BaseWin@@QAEXXZ
0x00416de0	SKIP	0	0	reaches an import	?add_queue@BaseWin@@QAEXHH@Z
0x00416fb0	SKIP	0	0	reaches an import	?delete_queue@BaseWin@@QAEXH@Z
0x00417040	SKIP	0	0	reaches an import	?production@BaseWin@@QAEXHH@Z
0x00418df0	SKIP	0	0	reaches an import	?hurry@BaseWin@@QAEXXZ
0x00419a90	SKIP	0	0	reaches an import	?governor@BaseWin@@QAEHH@Z
0x0041a010	SKIP	0	0	reaches an import	?prev@BaseWin@@QAEXXZ
0x0041a160	SKIP	0	0	reaches an import	?next@BaseWin@@QAEXXZ
0x0041a2b0	SKIP	0	0	reaches an import	?rename@BaseWin@@QAEXXZ
0x0041a4c0	SKIP	0	0	reaches an import	?exit@BaseWin@@QAEXXZ
0x0041a610	PASS	16	16		?UNK5@BaseWin@@QAEXH@Z
0x0041a620	SKIP	0	0	reaches an import	?base_killed@BaseWin@@QAEXH@Z
0x0041a7a0	SKIP	0	0	reaches an import	?check_base@BaseWin@@QAEXH@Z
0x0041a7e0	SKIP	0	0	reaches an import	?check_loc@BaseWin@@QAEXHHH@Z
0x0041a8b0	SKIP	0	0	reaches an import	?check_veh@BaseWin@@QAEXH@Z
0x0041a920	SKIP	0	0	reaches an import	?zoom@BaseWin@@QAEXHH@Z
0x0041ae40	SKIP	0	0	reaches an import	?soft_zoom@BaseWin@@QAEXH@Z
0x0041af20	PASS	16	16		?UNK6@BaseWin@@QAEXXZ
0x0041af30	PASS	16	16		?UNK7@BaseWin@@QAEXXZ
0x0041af40	PASS	16	16		?timer_callback@BaseWin@@QAAXHH@Z
0x0041af50	SKIP	0	0	reaches an import	?on_key_click@BaseWin@@QAEXHH@Z
0x0041af70	SKIP	0	0	reaches an import	?on_left_click@BaseWin@@QAEXHH@Z
0x0041af90	SKIP	0	0	reaches an import	?on_right_click@BaseWin@@QAEXHH@Z
0x0041afb0	SKIP	0	0	reaches an import	?on_left_double_click@BaseWin@@QAEXHH@Z
0x0041afd0	SKIP	0	0	reaches an import	?on_left_up@BaseWin@@QAEXHH@Z
0x0041b110	SKIP	0	0	reaches an import	?on_left_down@BaseWin@@QAEXHH@Z
0x0041b1e0	SKIP	0	0	reaches an import	?on_mouse_leave@BaseWin@@QAEXHH@Z
0x0041b1f0	SKIP	0	0	reaches an import	?on_mouse_move@BaseWin@@QAEXHH@Z
0x0041b4a0	SKIP	0	0	reaches an import	?on_scrolled@BaseWin@@QAEXHH@Z
